time,prediction,entry_long,exit_long,entry_short,exit_short,stop_hit,tp_hit,trail_hit,exit_reason
168,-1.0,False,False,False,False,False,False,False,
169,-3.0,False,False,False,False,False,False,False,
170,-1.0,False,True,False,False,True,False,True,trail
171,-3.0,False,False,True,False,False,False,False,
172,-7.0,False,False,False,False,False,False,False,
173,-5.0,False,False,False,False,False,False,False,
174,-3.0,False,False,False,True,True,False,True,trail
175,3.0,True,False,False,False,False,False,False,
176,1.0,False,False,False,False,False,False,False,
177,-3.0,False,False,False,False,False,False,False,
178,-3.0,False,True,False,False,True,False,True,trail
179,-3.0,False,False,True,False,False,False,False,
180,-3.0,False,False,False,False,False,False,False,
181,-3.0,False,False,False,False,False,False,False,
182,-1.0,False,False,False,False,False,False,False,
183,-1.0,False,False,False,False,False,False,False,
184,-1.0,False,False,False,True,True,False,True,trail
185,1.0,True,False,False,False,False,False,False,
186,-5.0,False,False,False,False,False,False,False,
187,3.0,False,False,False,False,False,False,False,
188,3.0,False,False,False,False,False,False,False,
189,-1.0,False,False,False,False,False,False,False,
190,1.0,False,True,False,False,True,False,True,trail
191,-3.0,False,False,True,False,False,False,False,
192,1.0,False,False,False,False,False,False,False,
193,3.0,False,False,False,False,False,False,False,
194,-1.0,False,False,False,False,False,False,False,
195,-3.0,False,False,False,True,True,False,True,trail
196,-1.0,False,False,True,False,False,False,False,
197,3.0,False,False,False,False,False,False,False,
198,3.0,False,False,False,True,True,False,True,trail
199,-1.0,False,False,True,False,False,False,False,
200,1.0,False,False,False,False,False,False,False,
201,3.0,False,False,False,True,True,False,True,trail
202,-1.0,False,False,True,False,False,False,False,
203,3.0,False,False,False,False,False,False,False,
204,3.0,False,False,False,True,True,False,True,trail
205,-1.0,False,False,True,False,False,False,False,
206,3.0,False,False,False,False,False,False,False,
207,-1.0,False,False,False,False,False,False,False,
208,-1.0,False,False,False,False,False,False,False,
209,-1.0,False,False,False,False,False,False,False,
210,-1.0,False,False,False,False,False,False,False,
211,-1.0,False,False,False,False,False,False,False,
212,1.0,False,False,False,False,False,False,False,
213,-1.0,False,False,False,True,True,False,True,trail
214,1.0,True,False,False,False,False,False,False,
215,-3.0,False,False,False,False,False,False,False,
216,-1.0,False,False,False,False,False,False,False,
217,1.0,False,False,False,False,False,False,False,
218,1.0,False,False,False,False,False,False,False,
219,1.0,False,False,False,False,False,False,False,
220,1.0,False,True,False,False,True,False,True,trail
221,3.0,True,False,False,False,False,False,False,
222,5.0,False,False,False,False,False,False,False,
223,1.0,False,False,False,False,False,False,False,
224,3.0,False,False,False,False,False,False,False,
225,7.0,False,True,False,False,True,False,True,trail
226,1.0,True,False,False,False,False,False,False,
227,-3.0,False,True,False,False,True,False,True,trail
228,1.0,True,False,False,False,False,False,False,
229,-3.0,False,True,False,False,True,False,True,trail
230,-3.0,False,False,True,False,False,False,False,
231,-5.0,False,False,False,False,False,False,False,
232,-5.0,False,False,False,False,False,False,False,
233,-1.0,False,False,False,True,True,False,True,trail
234,-1.0,False,False,True,False,False,False,False,
235,-1.0,False,False,False,False,False,False,False,
236,-1.0,False,False,False,False,False,False,False,
237,1.0,False,False,False,False,False,False,False,
238,-1.0,False,False,False,False,False,False,False,
239,-5.0,False,False,False,False,False,False,False,
240,-5.0,False,False,False,False,False,False,False,
241,-1.0,False,False,False,False,False,False,False,
242,-1.0,False,False,False,False,False,False,False,
243,-3.0,False,False,False,False,False,False,False,
244,-5.0,False,False,False,False,False,False,False,
245,-3.0,False,False,False,True,True,False,True,trail
246,-3.0,False,False,True,False,False,False,False,
247,-3.0,False,False,False,False,False,False,False,
248,1.0,False,False,False,False,False,False,False,
249,-3.0,False,False,False,True,True,False,True,trail
250,-3.0,False,False,True,False,False,False,False,
251,-3.0,False,False,False,False,False,False,False,
252,-1.0,False,False,False,False,False,False,False,
253,-1.0,False,False,False,False,False,False,False,
254,-3.0,False,False,False,False,False,False,False,
255,1.0,False,False,False,False,False,False,False,
256,-3.0,False,False,False,False,False,False,False,
257,-3.0,False,False,False,False,False,False,False,
258,7.0,False,False,False,False,False,False,False,
259,5.0,False,False,False,False,False,False,False,
260,-1.0,False,False,False,False,False,False,False,
261,3.0,False,False,False,False,False,False,False,
262,5.0,False,False,False,True,True,False,True,trail
263,-1.0,False,False,True,False,False,False,False,
264,-5.0,False,False,False,False,False,False,False,
265,-3.0,False,False,False,False,False,False,False,
266,-3.0,False,False,False,False,False,False,False,
267,1.0,False,False,False,False,False,False,False,
268,1.0,False,False,False,False,False,False,False,
269,-3.0,False,False,False,True,True,False,True,trail
270,3.0,True,False,False,False,False,False,False,
271,3.0,False,False,False,False,False,False,False,
272,-1.0,False,False,False,False,False,False,False,
273,1.0,False,False,False,False,False,False,False,
274,3.0,False,False,False,False,False,False,False,
275,1.0,False,False,False,False,False,False,False,
276,3.0,False,False,False,False,False,False,False,
277,-1.0,False,True,False,False,True,False,True,trail
278,-3.0,False,False,True,False,False,False,False,
279,1.0,False,False,False,True,True,False,True,trail
280,5.0,True,False,False,False,False,False,False,
281,7.0,False,False,False,False,False,False,False,
282,1.0,False,False,False,False,False,False,False,
283,-1.0,False,False,False,False,False,False,False,
284,-1.0,False,False,False,False,False,False,False,
285,1.0,False,False,False,False,False,False,False,
286,-3.0,False,True,False,False,True,False,True,trail
287,-5.0,False,False,True,False,False,False,False,
288,1.0,False,False,False,False,False,False,False,
289,-1.0,False,False,False,False,False,False,False,
290,-1.0,False,False,False,False,False,False,False,
291,-1.0,False,False,False,True,True,False,True,trail
292,1.0,True,False,False,False,False,False,False,
293,-3.0,False,True,False,False,True,False,True,trail
294,-1.0,False,False,True,False,False,False,False,
295,1.0,False,False,False,False,False,False,False,
296,-1.0,False,False,False,False,False,False,False,
297,1.0,False,False,False,True,True,False,True,trail
298,5.0,True,False,False,False,False,False,False,
299,3.0,False,False,False,False,False,False,False,
300,-1.0,False,False,False,False,False,False,False,
301,-3.0,False,False,False,False,False,False,False,
302,-3.0,False,False,False,False,False,False,False,
303,-3.0,False,True,False,False,True,False,True,trail
304,1.0,True,False,False,False,False,False,False,
305,7.0,False,False,False,False,False,False,False,
306,-1.0,False,False,False,False,False,False,False,
307,-1.0,False,False,False,False,False,False,False,
308,-1.0,False,False,False,False,False,False,False,
309,-3.0,False,True,False,False,True,False,True,trail
310,-1.0,False,False,True,False,False,False,False,
311,-3.0,False,False,False,False,False,False,False,
312,-3.0,False,False,False,False,False,False,False,
313,3.0,False,False,False,True,True,False,True,trail
314,3.0,True,False,False,False,False,False,False,
315,-7.0,False,False,False,False,False,False,False,
316,-5.0,False,False,False,False,False,False,False,
317,1.0,False,False,False,False,False,False,False,
318,5.0,False,False,False,False,False,False,False,
319,-5.0,False,False,False,False,False,False,False,
320,-5.0,False,False,False,False,False,False,False,
321,-5.0,False,True,False,False,True,False,False,sl
322,-1.0,False,False,True,False,False,False,False,
323,-3.0,False,False,False,False,False,False,False,
324,-5.0,False,False,False,False,False,False,False,
325,-3.0,False,False,False,False,False,False,False,
326,-7.0,False,False,False,False,False,False,False,
327,-1.0,False,False,False,False,False,False,False,
328,-3.0,False,False,False,True,True,False,True,trail
329,-5.0,False,False,True,False,False,False,False,
330,-5.0,False,False,False,False,False,False,False,
331,-5.0,False,False,False,False,False,False,False,
332,-3.0,False,False,False,False,False,False,False,
333,-1.0,False,False,False,False,False,False,False,
334,-3.0,False,False,False,False,False,False,False,
335,-5.0,False,False,False,True,True,False,True,trail
336,-5.0,False,False,True,False,False,False,False,
337,-1.0,False,False,False,False,False,False,False,
338,-1.0,False,False,False,False,False,False,False,
339,-1.0,False,False,False,False,False,False,False,
340,-1.0,False,False,False,False,False,False,False,
341,1.0,False,False,False,False,False,False,False,
342,1.0,False,False,False,True,True,False,True,trail
343,3.0,True,False,False,False,False,False,False,
344,-1.0,False,False,False,False,False,False,False,
345,-1.0,False,True,False,False,True,False,True,trail
346,3.0,True,False,False,False,False,False,False,
347,-1.0,False,True,False,False,True,False,True,trail
348,-5.0,False,False,True,False,False,False,False,
349,-5.0,False,False,False,False,False,False,False,
350,-1.0,False,False,False,False,False,False,False,
351,-1.0,False,False,False,False,False,False,False,
352,-3.0,False,False,False,False,False,False,False,
353,-1.0,False,False,False,False,False,False,False,
354,-1.0,False,False,False,False,False,False,False,
355,1.0,False,False,False,False,False,False,False,
356,-3.0,False,False,False,False,False,False,False,
357,-3.0,False,False,False,True,True,False,True,trail
358,-3.0,False,False,True,False,False,False,False,
359,-3.0,False,False,False,False,False,False,False,
360,-3.0,False,False,False,False,False,False,False,
361,-3.0,False,False,False,False,False,False,False,
362,-1.0,False,False,False,False,False,False,False,
363,-3.0,False,False,False,False,False,False,False,
364,-5.0,False,False,False,True,True,False,True,trail
365,-7.0,False,False,True,False,False,False,False,
366,-1.0,False,False,False,False,False,False,False,
367,1.0,False,False,False,False,False,False,False,
368,1.0,False,False,False,False,False,False,False,
369,5.0,False,False,False,True,True,False,True,trail
370,5.0,True,False,False,False,False,False,False,
371,3.0,False,False,False,False,False,False,False,
372,3.0,False,False,False,False,False,False,False,
373,-3.0,False,False,False,False,False,False,False,
374,-3.0,False,True,False,False,True,False,True,trail
375,-3.0,False,False,True,False,False,False,False,
376,-3.0,False,False,False,False,False,False,False,
377,-3.0,False,False,False,False,False,False,False,
378,1.0,False,False,False,False,False,False,False,
379,1.0,False,False,False,False,False,False,False,
380,1.0,False,False,False,False,False,False,False,
381,-1.0,False,False,False,False,False,False,False,
382,-1.0,False,False,False,False,False,False,False,
383,-3.0,False,False,False,False,False,False,False,
384,-1.0,False,False,False,True,True,False,True,trail
385,1.0,True,False,False,False,False,False,False,
386,3.0,False,False,False,False,False,False,False,
387,-1.0,False,True,False,False,True,False,True,trail
388,-3.0,False,False,True,False,False,False,False,
389,-1.0,False,False,False,False,False,False,False,
390,-3.0,False,False,False,True,True,False,True,trail
391,-7.0,False,False,True,False,False,False,False,
392,3.0,False,False,False,True,True,False,True,trail
393,3.0,True,False,False,False,False,False,False,
394,3.0,False,False,False,False,False,False,False,
395,-1.0,False,False,False,False,False,False,False,
396,-3.0,False,False,False,False,False,False,False,
397,-5.0,False,False,False,False,False,False,False,
398,-3.0,False,False,False,False,False,False,False,
399,-1.0,False,False,False,False,False,False,False,
400,-1.0,False,False,False,False,False,False,False,
401,3.0,False,False,False,False,False,False,False,
402,-1.0,False,False,False,False,False,False,False,
403,-1.0,False,False,False,False,False,False,False,
404,1.0,False,False,False,False,False,False,False,
405,5.0,False,False,False,False,False,False,False,
406,5.0,False,True,False,False,True,False,True,trail
407,5.0,True,False,False,False,False,False,False,
408,-1.0,False,False,False,False,False,False,False,
409,-3.0,False,False,False,False,False,False,False,
410,5.0,False,False,False,False,False,False,False,
411,3.0,False,True,False,False,False,True,False,tp
412,5.0,True,False,False,False,False,False,False,
413,3.0,False,False,False,False,False,False,False,
414,-3.0,False,False,False,False,False,False,False,
415,1.0,False,False,False,False,False,False,False,
416,3.0,False,False,False,False,False,False,False,
417,3.0,False,False,False,False,False,False,False,
418,-1.0,False,False,False,False,False,False,False,
419,-3.0,False,False,False,False,False,False,False,
420,-5.0,False,True,False,False,True,False,True,trail
421,-7.0,False,False,True,False,False,False,False,
422,-1.0,False,False,False,False,False,False,False,
423,1.0,False,False,False,False,False,False,False,
424,1.0,False,False,False,False,False,False,False,
425,1.0,False,False,False,False,False,False,False,
426,-3.0,False,False,False,False,False,False,False,
427,3.0,False,False,False,False,False,False,False,
428,1.0,False,False,False,False,False,False,False,
429,1.0,False,False,False,True,True,False,True,trail
430,1.0,True,False,False,False,False,False,False,
431,-1.0,False,False,False,False,False,False,False,
432,-3.0,False,False,False,False,False,False,False,
433,-1.0,False,False,False,False,False,False,False,
434,3.0,False,False,False,False,False,False,False,
435,5.0,False,False,False,False,False,False,False,
436,-5.0,False,True,False,False,True,False,True,trail
437,-5.0,False,False,True,False,False,False,False,
438,-1.0,False,False,False,False,False,False,False,
439,5.0,False,False,False,False,False,False,False,
440,3.0,False,False,False,True,True,False,True,trail
441,3.0,True,False,False,False,False,False,False,
442,5.0,False,False,False,False,False,False,False,
443,3.0,False,False,False,False,False,False,False,
444,-5.0,False,False,False,False,False,False,False,
445,-3.0,False,False,False,False,False,False,False,
446,-1.0,False,True,False,False,True,False,True,trail
447,1.0,True,False,False,False,False,False,False,
448,1.0,False,True,False,False,True,False,True,trail
449,-3.0,False,False,True,False,False,False,False,
450,-3.0,False,False,False,False,False,False,False,
451,1.0,False,False,False,False,False,False,False,
452,-3.0,False,False,False,True,True,False,True,trail
453,3.0,True,False,False,False,False,False,False,
454,1.0,False,True,False,False,True,False,True,trail
455,-1.0,False,False,True,False,False,False,False,
456,3.0,False,False,False,False,False,False,False,
457,1.0,False,False,False,True,True,False,True,trail
458,1.0,True,False,False,False,False,False,False,
459,5.0,False,False,False,False,False,False,False,
460,3.0,False,False,False,False,False,False,False,
461,1.0,False,False,False,False,False,False,False,
462,-1.0,False,False,False,False,False,False,False,
463,-3.0,False,False,False,False,False,False,False,
464,-3.0,False,False,False,False,False,False,False,
465,-5.0,False,False,False,False,False,False,False,
466,-5.0,False,False,False,False,False,False,False,
467,-5.0,False,True,False,False,True,False,True,trail
468,-3.0,False,False,True,False,False,False,False,
469,-1.0,False,False,False,True,True,False,True,trail
470,-1.0,False,False,True,False,False,False,False,
471,-1.0,False,False,False,False,False,False,False,
472,-3.0,False,False,False,False,False,False,False,
473,-5.0,False,False,False,False,False,False,False,
474,-5.0,False,False,False,False,False,False,False,
475,-1.0,False,False,False,False,False,False,False,
476,-3.0,False,False,False,False,False,False,False,
477,-5.0,False,False,False,False,False,False,False,
478,-3.0,False,False,False,False,False,False,False,
479,-1.0,False,False,False,False,False,False,False,
480,-3.0,False,False,False,True,True,False,True,trail
481,-5.0,False,False,True,False,False,False,False,
482,-1.0,False,False,False,True,True,False,False,sl
483,-1.0,False,False,True,False,False,False,False,
484,-7.0,False,False,False,True,True,False,True,trail
485,-7.0,False,False,True,False,False,False,False,
486,1.0,False,False,False,False,False,False,False,
487,1.0,False,False,False,False,False,False,False,
488,1.0,False,False,False,True,True,False,True,trail
489,-1.0,False,False,True,False,False,False,False,
490,-5.0,False,False,False,False,False,False,False,
491,-3.0,False,False,False,False,False,False,False,
492,1.0,False,False,False,False,False,False,False,
493,-1.0,False,False,False,True,True,False,True,trail
494,1.0,True,False,False,False,False,False,False,
495,-3.0,False,False,False,False,False,False,False,
496,-5.0,False,True,False,False,True,False,True,trail
497,-5.0,False,False,True,False,False,False,False,
498,-3.0,False,False,False,False,False,False,False,
499,1.0,False,False,False,False,False,False,False,
500,3.0,False,False,False,False,False,False,False,
501,-3.0,False,False,False,False,False,False,False,
502,-3.0,False,False,False,False,False,False,False,
503,-5.0,False,False,False,False,False,False,False,
504,-7.0,False,False,False,False,False,False,False,
505,-5.0,False,False,False,False,False,False,False,
506,-1.0,False,False,False,False,False,False,False,
507,3.0,False,False,False,True,True,False,True,trail
508,1.0,True,False,False,False,False,False,False,
509,3.0,False,False,False,False,False,False,False,
510,1.0,False,False,False,False,False,False,False,
511,-5.0,False,False,False,False,False,False,False,
512,-5.0,False,False,False,False,False,False,False,
513,1.0,False,False,False,False,False,False,False,
514,-1.0,False,False,False,False,False,False,False,
515,1.0,False,True,False,False,False,True,False,tp
516,3.0,True,False,False,False,False,False,False,
517,-3.0,False,False,False,False,False,False,False,
518,3.0,False,False,False,False,False,False,False,
519,-3.0,False,False,False,False,False,False,False,
520,-3.0,False,False,False,False,False,False,False,
521,-3.0,False,True,False,False,True,False,True,trail
522,-3.0,False,False,True,False,False,False,False,
523,-5.0,False,False,False,False,False,False,False,
524,-5.0,False,False,False,False,False,False,False,
525,-5.0,False,False,False,False,False,False,False,
526,1.0,False,False,False,True,True,False,True,trail
527,3.0,True,False,False,False,False,False,False,
528,-3.0,False,True,False,False,True,False,True,trail
529,-5.0,False,False,True,False,False,False,False,
530,-3.0,False,False,False,False,False,False,False,
531,-3.0,False,False,False,True,True,False,True,trail
532,3.0,True,False,False,False,False,False,False,
533,1.0,False,False,False,False,False,False,False,
534,-5.0,False,False,False,False,False,False,False,
535,-5.0,False,False,False,False,False,False,False,
536,-5.0,False,False,False,False,False,False,False,
537,-7.0,False,False,False,False,False,False,False,
538,-5.0,False,False,False,False,False,False,False,
539,-5.0,False,False,False,False,False,False,False,
540,-5.0,False,False,False,False,False,False,False,
541,-3.0,False,True,False,False,True,False,True,trail
542,-1.0,False,False,True,False,False,False,False,
543,-5.0,False,False,False,False,False,False,False,
544,-5.0,False,False,False,False,False,False,False,
545,-3.0,False,False,False,False,False,False,False,
546,-1.0,False,False,False,False,False,False,False,
547,-1.0,False,False,False,False,False,False,False,
548,1.0,False,False,False,True,True,False,True,trail
549,3.0,True,False,False,False,False,False,False,
550,5.0,False,True,False,False,True,False,True,trail
551,3.0,True,False,False,False,False,False,False,
552,-3.0,False,False,False,False,False,False,False,
553,-5.0,False,True,False,False,True,False,True,trail
554,-5.0,False,False,True,False,False,False,False,
555,-1.0,False,False,False,False,False,False,False,
556,-3.0,False,False,False,True,True,False,True,trail
557,-3.0,False,False,True,False,False,False,False,
558,1.0,False,False,False,True,True,False,True,trail
559,3.0,True,False,False,False,False,False,False,
560,1.0,False,False,False,False,False,False,False,
561,1.0,False,False,False,False,False,False,False,
562,-1.0,False,False,False,False,False,False,False,
563,-3.0,False,True,False,False,True,False,True,trail
564,-3.0,False,False,True,False,False,False,False,
565,-7.0,False,False,False,False,False,False,False,
566,-5.0,False,False,False,False,False,False,False,
567,-7.0,False,False,False,False,False,False,False,
568,-1.0,False,False,False,False,False,False,False,
569,-5.0,False,False,False,True,False,True,False,tp
570,-1.0,False,False,True,False,False,False,False,
571,-1.0,False,False,False,False,False,False,False,
572,-3.0,False,False,False,False,False,False,False,
573,-5.0,False,False,False,False,False,False,False,
574,-3.0,False,False,False,False,False,False,False,
575,-1.0,False,False,False,True,True,False,True,trail
576,1.0,True,False,False,False,False,False,False,
577,-5.0,False,True,False,False,True,False,True,trail
578,-3.0,False,False,True,False,False,False,False,
579,-7.0,False,False,False,True,True,False,False,sl
580,1.0,True,False,False,False,False,False,False,
581,-3.0,False,False,False,False,False,False,False,
582,3.0,False,False,False,False,False,False,False,
583,-5.0,False,False,False,False,False,False,False,
584,-5.0,False,True,False,False,True,False,True,trail
585,-5.0,False,False,True,False,False,False,False,
586,-5.0,False,False,False,False,False,False,False,
587,-5.0,False,False,False,True,True,False,True,trail
588,-3.0,False,False,True,False,False,False,False,
589,-5.0,False,False,False,False,False,False,False,
590,-3.0,False,False,False,False,False,False,False,
591,-1.0,False,False,False,False,False,False,False,
592,-1.0,False,False,False,False,False,False,False,
593,-1.0,False,False,False,False,False,False,False,
594,-3.0,False,False,False,False,False,False,False,
595,-5.0,False,False,False,False,False,False,False,
596,-7.0,False,False,False,True,True,False,True,trail
597,-5.0,False,False,True,False,False,False,False,
598,1.0,False,False,False,True,True,False,True,trail
599,1.0,True,False,False,False,False,False,False,
600,3.0,False,False,False,False,False,False,False,
601,-1.0,False,False,False,False,False,False,False,
602,-5.0,False,False,False,False,False,False,False,
603,-7.0,False,True,False,False,True,False,True,trail
604,-5.0,False,False,True,False,False,False,False,
605,1.0,False,False,False,False,False,False,False,
606,1.0,False,False,False,True,True,False,True,trail
607,-3.0,False,False,True,False,False,False,False,
608,-5.0,False,False,False,True,True,False,True,trail
609,-3.0,False,False,True,False,False,False,False,
610,-5.0,False,False,False,True,True,False,True,trail
611,-5.0,False,False,True,False,False,False,False,
612,-3.0,False,False,False,False,False,False,False,
613,-3.0,False,False,False,False,False,False,False,
614,1.0,False,False,False,False,False,False,False,
615,1.0,False,False,False,False,False,False,False,
616,-1.0,False,False,False,False,False,False,False,
617,1.0,False,False,False,False,False,False,False,
618,1.0,False,False,False,False,False,False,False,
619,-1.0,False,False,False,False,False,False,False,
620,-1.0,False,False,False,False,False,False,False,
621,-3.0,False,False,False,False,False,False,False,
622,3.0,False,False,False,False,False,False,False,
623,1.0,False,False,False,False,False,False,False,
624,-1.0,False,False,False,True,True,False,True,trail
625,5.0,True,False,False,False,False,False,False,
626,5.0,False,False,False,False,False,False,False,
627,-1.0,False,False,False,False,False,False,False,
628,-3.0,False,False,False,False,False,False,False,
629,-3.0,False,False,False,False,False,False,False,
630,3.0,False,True,False,False,True,False,True,trail
631,-1.0,False,False,True,False,False,False,False,
632,3.0,False,False,False,True,True,False,True,trail
